iter	RMSE
387	584.1349562
388	584.0791805
389	584.0148813
390	583.984236
391	583.9242902
392	583.899689
393	583.8477495
394	583.8175567
395	583.7846505
396	583.7221631
397	583.6401822
398	583.5942147
399	583.4876552
400	583.438651
401	583.3902519
402	583.3518145
403	583.3089878
404	583.2377789
405	583.1929074
406	583.1367945
407	583.0407	577408	583.0408	577409	582.409	577.410	582410	577.7411	582411	577.6412	582.7627444
413	582.7054968
414	582.6586367
415	582.5757807
416	582.5188
417	582.4759846
418	582.3778921
419	582.3040763
420	582.2420	57421	582.22421	57422	582.17422	57423	582.13423	576.9503453
424	576.8988484
425	576.8705143
426	576.8197626
427	57428	581.81428	576.7481901
429	576.7054649
430	576.6721329
431	576.6225762
432	576.5851483
433	576.5154108
434	576.4404029
435	576.3978734
436	576.3282537
437	576.2644014
438	576.1834375
439	576.0993497
440	576.0644748
441	576.0048242
442	575.9364858
443	575.8314628
444	575.8026863
445	575.75286
446	575.7050893
447	575.6274025
448	575.5807845
449	575.5515084
450	575.483879
451	575.4537368
452	575.3794901
453	575.3317837
454	57455	580.3911445
456	580.3611397
457	580.3301057
458	580.2869342
459	580.2312087
460	580.1820571
461	580.1484663
462	580.1023154
463	580.089361
464	580.0581163
465	580.0154324
466	579.9653672
467	579.9252521
468	579.8800158
469	579.8271897
470	579.7759416
471	579.7566887
472	579.6627518
473	579.6389201
474	579.6183823
475	579.5769037
476	579.5373508
477	579.5153418
478	579.4816581
479	579.4420807
480	579.4092175
481	579.3770833
482	579.2885496
483	579.2576402
484	579.2057917
485	579.1386178
486	579.1115375
487	579.0834586
488	579.0556729
489	578.9825948
490	578.9358591
491	578.907992
492	578.8253156
493	578.7805913
494	578.7435544
495	578.6707718
496	578.6263895
497	578.5488591
498	578.5226419
499	578.489543
3.3553696
76.1097808
4.8766006
