iter	RMSE
142	663.0572388
143	660.8171355
144	658.5056147
145	656.427938
146	654.3231853
147	652.2405237
148	650.2396618
149	648.2066772
150	646.2704895
151	644.4116672
152	642.6328456
153	640.9048147
154	639.1668443
155	637.5391644
156	635.9237836
157	634.386273
158	632.8899186
159	631.5090234
160	630.1024479
161	628.7164862
162	627.3691898
163	626.0203994
164	624.8300615
165	623.6236638
166	622.4312779
167	621.252593
168	620.0868302
169	618.9592759
170	617.8328738
171	616.8121653
172	615.7608104
173	614.7503526
174	613.8062662
175	612.8941674
176	612.0362284
177	611.2454801
178	610.4090525
179	609.606732
180	608.7880103
181	607.982205
182	607.1899121
183	606.4645557
184	605.7371915
185	605.0115033
186	604.2750812
187	603.5723727
188	602.9002508
189	602.2706487
190	601.6380114
191	601.0331698
192	600.3921166
193	599.7628065
194	599.1740442
195	598.6205664
196	598.0224523
197	597.530199	5198	597.048200	5199	596.516201	598.0377748
202	597.5710048
203	202	595.1467204	203	594.6948205	204	594.2186206	205	593.797582
206	593.3542613
207	592.9062984
208	592.5109866
209	592.0973039
210	591.7072644
211	591.335437
212	590.9808257
213	590.6092405
214	590.2374777
215	589.8855423
216	589.5943651
217	589.2191917
218	588.8933609
219	588.6111772
220	588.3030397
221	587.9703665
222	587.6574922
223	587.3304294
224	587.0554586
225	586.754227	5226	586.4893012
227	586.2048564
228	585.89230	58229	585.6582241
230	585.3878893
231	585.1702125
232	584.9098496
233	584.6375966
234	584.403602
235	584.1562331
236	583.9012822
237	583.716284
238	583.4910733
239	583.273034
240	583.0786942
241	582.8750281
242	582.6365244	584.802411
245	584.6462563
246	584.4545594
247	5246	581.847248	5247	581.622249	5248	581.426250	583.5715814
251	583.4097218
252	583.2570266
253	252	580.7646099
253	580.548255	5254	580.376382
255	580.2123257	256	580.0332258	257	579.8199259	581.9731292
260	259	579.4828261	581.6747034
262	581.4971094
263	581.3196693
264	581.1733707
265	581.0202342
266	580.8963505
267	580.756696
268	580.5887922
269	580.4508376
270	580.3303387
271	580.1915589
272	580.049836
273	579.9138655
274	579.8053258
275	579.6711088
276	579.5413432
277	579.4025198
278	579.2855237
279	579.16704
280	579.0088409
281	578.8602628
282	578.7426088
283	578.6408995
284	578.5277887
285	578.4002232
286	578.2868925
287	578.1860339
288	578.0884166
289	577.9862848
290	577.860081
291	577.7787706
292	577.6321576
293	577.4884083
294	577.3746415
295	577.2609451
296	577.1885737
297	577.0586615
298	576.9703702
299	576.8989343
.3844233
299	574.2822406
1738365
301	558.0584054
302	557.9702421
303	557.8687898
304	557.8111806
305	557.7710033
306	557.7050832
307	557.5982296
308	557.5061774
309	557.4178139
310	557.3497609
311	557.2571679
312	557.2187804
313	557.0369729
314	556.8831313
315	556.8139529
316	556.7091161
317	556.6541615
318	556.5659962
319	556.5474058
320	556.4410537
321	556.4103315
322	556.2966151
323	556.1845132
324	556.0731832
325	556.0100363
326	555.9253166
327	555.854229
328	555.8003516
329	555.6662051
330	555.5514787
331	555.4698758
332	555.3204248
333	555.2566477
334	555.1337619
335	555.0342914
336	554.966103
337	554.8917985
338	554.8216038
339	554.7602612
340	554.5891847
341	554.4837085
342	554.417217
343	554.3961031
344	554.3437895
345	554.27762
346	554.2510614
347	554.1991689
348	554.132339
349	554.0563812
350	554.0001429
351	553.951656
352	553.8862879
353	553.7978959
354	553.700343
355	553.6253148
356	553.5963405
357	553.4780661
358	553.435904
359	553.3738832
360	553.262471
361	553.1717077
362	553.1134888
363	553.0159657
364	552.9774559
365	552.9280905
366	552.8527802
367	552.8161711
368	552.7609407
369	552.653268
370	552.6141934
371	552.5754952
372	552.5246603
373	552.4935417
374	552.3947623
375	552.2808993
376	552.2512263
377	552.2167773
378	552.104265
379	552.004542
380	551.7778845
381	551.7268938
382	551.6650686
383	551.4383558
384	551.3369964
385	551.2523201
386	551.1133087
387	551.0602776
388	551.0242278
389	550.870579
390	550.7915065
391	550.6589856
392	550.641718
393	550.5985493
394	550.4932127
395	550.400745
396	550.3172435
397	550.2571724
398	550.1990702
399	550.1700086
400	550.0825899
401	549.9569352
402	549.9061413
403	549.8940056
404	549.7832778
405	549.7350515
406	549.6316362
407	549.5696499
408	549.5105405
409	549.4190413
410	549.3897014
411	549.3351498
412	549.2842671
413	549.23219
414	549.1759375
415	549.0936057
416	549.0432188
417	548.9999643
418	548.9847076
419	548.8724676
420	548.8268743
421	548.7758554
422	548.7334709
423	548.6749679
424	548.6302346
425	548.6191198
426	548.5378671
427	548.4837573
428	548.4082979
429	548.3816527
430	548.3237231
431	548.275829
432	548.2300532
433	548.0394456
434	547.9785368
435	547.9068923
436	547.7760334
437	547.7492879
438	547.6920163
439	547.6100807
440	547.5418194
441	547.4040884
442	547.3299056
443	547.2961417
444	547.094345
445	547.0252155
446	546.9772743
447	546.8843015
448	546.8317058
449	546.7612275
450	546.7190183
451	546.704275
452	546.665264
453	546.6196059
454	546.5305336
455	546.4914696
456	546.4589088
457	546.3930888
458	546.312835
459	546.2377122
460	546.147177
461	546.093492
462	546.0069987
463	545.8943097
464	545.8299048
465	545.8024808
466	545.6311403
467	545.5915746
468	545.5450182
469	545.4930012
470	545.4062197
471	545.3739648
472	545.3199358
473	545.2256346
474	545.172508
475	545.1253133
476	545.0451991
477	544.8839431
478	544.8137161
479	544.713958
480	544.6313305
481	544.6215884
482	544.5564446
483	544.5276698
484	544.4533196
485	544.3902767
486	544.381545
487	544.3371454
488	544.2775564
489	544.2648908
490	544.1860967
491	544.0910209
492	543.9301577
493	543.8029247
494	543.7004045
495	543.6300731
496	543.5335049
497	543.4627593
498	543.3584084
499	543.3147262
500	543.2882779
501	543.2283591
502	543.165335
503	543.1439378
504	543.0323014
505	542.9517044
506	542.8698651
507	542.8123768
508	542.7723708
509	542.7373119
510	542.6739028
511	542.628307
512	542.5804922
513	542.5165967
514	542.4736185
515	542.4376333
516	542.4107099
517	542.3584661
518	542.2473648
519	542.206541
520	542.1519544
521	542.1132485
522	542.1055498
523	541.9868237
524	541.900085
525	541.8443167
526	541.8116114
527	541.7524124
528	541.7117352
529	541.5818336
530	541.5373954
531	541.4804409
532	541.4153674
533	541.2658748
534	541.2112074
535	541.161383
536	541.09169
537	541.052332
538	540.9454852
539	540.9095784
540	540.8547097
541	540.8222511
542	540.7835899
543	540.6155055
544	540.5625749
545	540.5166899
546	540.48804
547	540.3651741
548	540.2464114
549	540.2135788
550	540.1743179
551	540.153596
552	540.1209067
553	540.0648083
554	540.0317149
555	539.9658717
556	539.9279337
557	539.8207226
558	539.7575115
559	539.708174
560	539.6394991
561	539.5439213
562	539.4846798
563	539.4551887
564	539.3724627
565	539.2573955
566	539.2347201
567	539.22514
568	539.1534303
569	539.0754247
570	539.0351327
571	538.9200522
572	538.7949308
573	538.770323
574	538.7134995
575	538.6866392
576	538.5072766
577	538.4817139
578	538.393325
579	538.3809417
580	538.2764899
581	538.1920296
582	538.1762632
583	538.1502278
584	538.1033354
585	538.0494747
586	537.946829
587	537.8945973
588	537.8678619
589	537.7291243
590	537.7205229
591	537.7049724
592	537.5852225
593	537.5487081
594	537.4445984
595	537.3810454
596	537.3307712
597	537.3028481
598	537.2700155
599	537.2432049
709
99	559.9032504
92.3856873
